"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GIFI","Gulf Island Fabrication, Inc.","7.8","$118.84M","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","1.05","$49.27M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/gure",
"GPOR","Gulfport Energy Corporation","5.28","$841.2M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gpor",
"GWPH","GW Pharmaceuticals Plc","171.74","$5.28B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gwph",
"GWGH","GWG Holdings, Inc","9.63","$317.96M","2014","Finance","Life Insurance","https://www.nasdaq.com/symbol/gwgh",
"GXGXU","GX Acquisiton Corp.","10.01","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/gxgxu",
"GYRO","Gyrodyne , LLC","19.1","$28.32M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","26.5","$948.1M","2006","n/a","n/a","https://www.nasdaq.com/symbol/hees",
"HLG","Hailiang Education Group Inc.","56.05","$1.44B","2015","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/hlg",
"HNRG","Hallador Energy Company","5.66","$171.18M","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","13.27","$240.49M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","15.51","$2.26B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/halo",
"HLNE","Hamilton Lane Incorporated","52.92","$2.69B","2017","Finance","Investment Managers","https://www.nasdaq.com/symbol/hlne",
"HJLI","Hancock Jaffe Laboratories, Inc.","1.67","$23.63M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hjli",
"HJLIW","Hancock Jaffe Laboratories, Inc.","0.32","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hjliw",
"HWC","Hancock Whitney Corporation","39.26","$3.37B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hwc",
"HWCPL","Hancock Whitney Corporation","25.66","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hwcpl",
"HAFC","Hanmi Financial Corporation","21.2","$655.67M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hafc",
"HONE","HarborOne Bancorp, Inc.","18.02","$586.73M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/hone",
"HLIT","Harmonic Inc.","5.45","$483.93M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/hlit",
"HARP","Harpoon Therapeutics, Inc.","11.1","$270.48M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/harp",
"HROW","Harrow Health, Inc.","5.76","$142.38M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hrow",
"HBIO","Harvard Bioscience, Inc.","1.99","$75M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","10.36","$63.95M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcap",
"HCAPZ","Harvest Capital Credit Corporation","25.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcapz",
"HAS","Hasbro, Inc.","105.92","$13.33B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/has",
"HA","Hawaiian Holdings, Inc.","25.57","$1.23B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ha",
"HWKN","Hawkins, Inc.","38.39","$407.88M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","26.94","$162.58M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hwbk",
"HYACU","Haymaker Acquisition Corp. II","10.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyacu",
"HAYN","Haynes International, Inc.","30.46","$381.22M","2007","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/hayn",
"HDS","HD Supply Holdings, Inc.","42.11","$7.19B","2013","Consumer Services","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/hds",
"HHR","HeadHunter Group PLC","16.31","$815.5M","2019","Technology","Professional Services","https://www.nasdaq.com/symbol/hhr",
"HIIQ","Health Insurance Innovations, Inc.","29.7","$413.7M","2013","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/hiiq",
"HSACU","Health Sciences Acquisitions Corporation","10.323","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/hsacu",
"HCSG","Healthcare Services Group, Inc.","33.16","$2.46B","1983","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hcsg",
"HQY","HealthEquity, Inc.","66.68","$4.18B","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hqy",
"HSTM","HealthStream, Inc.","25.12","$813.59M","2000","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/hstm",
"HTLD","Heartland Express, Inc.","18.46","$1.51B","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","42.84","$1.57B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/htlf",
"HTBX","Heat Biologics, Inc.","0.7012","$23.89M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/htbx",
"HEBT","Hebron Technology Co., Ltd.","0.8204","$13.35M","2016","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hebt",
"HSII","Heidrick & Struggles International, Inc.","32.2","$615.6M","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","130.86","$3.27B","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hele",
"HSDT","Helius Medical Technologies, Inc.","2.92","$68.26M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/hsdt",
"HMTV","Hemisphere Media Group, Inc.","12.89","$507.92M","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","9.34","$70.02M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/hnna",
"HCAC","Hennessy Capital Acquisition Corp. IV","9.88","$296.55M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp. IV","10.28","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. IV","0.54","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","69.76","$10.4B","1995","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hsic",
"HTBK","Heritage Commerce Corp","11.94","$517.52M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","28.97","$1.07B","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hfwa",
"HCCI","Heritage-Crystal Clean, Inc.","26.72","$617.91M","2008","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","37.87","$2.23B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","17.71","$1.4B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","72.71","$563.55M","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/hska",
"HX","Hexindai Inc.","2.1","$103.02M","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/hx",
"HFFG","HF Foods Group Inc.","16.95","$375.74M","2017","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/hffg",
"HIBB","Hibbett Sports, Inc.","21.5","$395.27M","1996","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/hibb",
"SNLN","Highland/iBoxx Senior Loan ETF","17.67","$250.86M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/snln",
"HPJ","Highpower International Inc","3.44","$53.55M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","2.9","$11.03M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","3.36","$578.41M","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","186.49","$397.74M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","0.1847","$17.47M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/hsgx",
"HCCH","HL Acquisitions Corp.","10.1159","$70.44M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcch",
"HCCHR","HL Acquisitions Corp.","0.33","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcchr",
"HCCHU","HL Acquisitions Corp.","10.54","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcchu",
"HCCHW","HL Acquisitions Corp.","0.28","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcchw",
"HMNF","HMN Financial, Inc.","21.1","$102.2M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","29.95","$2.61B","1992","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","19.14","$1.15B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","47","$12.6B","1990","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","35.93","$340.38M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","18.34","$3.08B","2006","Finance","Major Banks","https://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","33.3","$61.6M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","29.36","$791.78M","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","24.41","$445.18M","2012","Finance","Savings Institutions","https://www.nasdaq.com/symbol/htbi",
"FIXX","Homology Medicines, Inc.","19.8","$863.56M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fixx",
"HOFT","Hooker Furniture Corporation","26.38","$310.89M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hoft",
"HOOK","HOOKIPA Pharma Inc.","7.56","$192.09M","1995","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hook",
"HOPE","Hope Bancorp, Inc.","13.2","$1.67B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hope",
"HFBC","HopFed Bancorp, Inc.","18.9","$125.66M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp, Inc.","15.62","$703.72M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbnc",
"HRZN","Horizon Technology Finance Corporation","11.76","$159.23M","2010","n/a","n/a","https://www.nasdaq.com/symbol/hrzn",
"HZNP","Horizon Therapeutics Public Limited Company","23.88","$4.42B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hznp",
"HPT","Hospitality Properties Trust","24.35","$4B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hpt",
"TWNK","Hostess Brands, Inc.","13.26","$1.73B","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.52","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnkw",
"HOTH","Hoth Therapeutics, Inc.","6.65","$63.86M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hoth",
"HMHC","Houghton Mifflin Harcourt Company","5.43","$673.92M","2013","Consumer Services","Books","https://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","5.43","$90.21M","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","3.35","$16.75M","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","13.55","$258.28M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbmd",
"HTGM","HTG Molecular Diagnostics, Inc.","2.17","$62.16M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HTHT","Huazhu Group Limited","31.26","$9.17B","2010","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/htht",
"HUBG","Hub Group, Inc.","39.89","$1.39B","1996","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hubg",
"HSON","Hudson Global, Inc.","1.34","$39.38M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","1.55","$66.03M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/hdsn",
"HBAN","Huntington Bancshares Incorporated","13.26","$13.88B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","26.1441","$2.61M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","26.64","$21.22B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbano",
"HURC","Hurco Companies, Inc.","36.7","$248.02M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","49.49","$1.13B","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","26.66","$3.55B","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","2.56","$67.97M","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hbp",
"HVBC","HV Bancorp, Inc.","15.3966","$34.78M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/hvbc",
"HYGS","Hydrogenics Corporation","11.72","$222.64M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hygs",
"HYRE","HyreCar Inc.","4.51","$55.49M","2018","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/hyre",
"IDSY","I.D. Systems, Inc.","5.2375","$95.4M","1999","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/idsy",
"IIIV","i3 Verticals, Inc.","23.21","$610.52M","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/iiiv",
"IAC","IAC/InterActiveCorp","228.18","$19.19B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/iac",
"IBKC","IBERIABANK Corporation","74.33","$4.04B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkc",
"IBKCN","IBERIABANK Corporation","25.89","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkcn",
"IBKCO","IBERIABANK Corporation","26.8023","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","27.13","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","6.73","$116.87M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","71.11","$13.95B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","14.12","$46.64M","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","73.51","$1.38B","2006","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","21.48","$480.71M","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","3.65","$208.02M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","144.87","$7.82B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","0.6882","$7.42M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","230.19","$4.75B","1992","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","0.356","$5.24M","2013","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ipwr",
"IDEX","Ideanomics, Inc.","1.58","$171.53M","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/idex",
"IDYA","IDEAYA Biosciences, Inc.","10.52","$212.81M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/idya",
"INVE","Identiv, Inc.","4.85","$80.1M","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","2.64","$73.98M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","264.92","$22.78B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/idxx",
"IESC","IES Holdings, Inc.","18.44","$389.79M","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","19.98","$71.55M","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","1.265","$21.17M","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/ifmk",
"INFO","IHS Markit Ltd.","59.6","$23.83B","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","33.23","$2.11B","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/iivi",
"IKNX","Ikonics Corporation","7.8","$15.47M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","335.49","$49.32B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"IMAC","IMAC Holdings, Inc.","4.82","$40.09M","2019","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/imac",
"IMACW","IMAC Holdings, Inc.","0.9","n/a","2019","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/imacw",
"ISNS","Image Sensing Systems, Inc.","4.8","$25.46M","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","7.55","$238.23M","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","6.8148","$49.13M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/iccc",
"IMUX","Immunic, Inc. ","9.82","$99.18M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imux",
"IMGN","ImmunoGen, Inc.","2.19","$327.47M","1989","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","12.93","$2.48B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","3.0999","$11.1M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","1.88","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","1.7775","$60.08M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immp",
"PI","Impinj, Inc.","26.31","$569.01M","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pi",
"IMV","IMV Inc.","3.82","$193.28M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imv",
"INCY","Incyte Corporation","80.83","$17.33B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","69.75","$2.39B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","21.47","$483M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","52.49","$2.29B","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/ibtx",
"ILPT","Industrial Logistics Properties Trust","18.95","$1.23B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ilpt",
"IDSA","Industrial Services of America, Inc.","1.17","$9.49M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","3","$533.34M","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.57","$89.37M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/infi",
"IFRX","InflaRx N.V.","3.18","$82.57M","2017","n/a","n/a","https://www.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","2.94","$137.59M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/iii",
"IEA","Infrastructure and Energy Alternatives, Inc.","2.76","$61.42M","2016","Finance","Business Services","https://www.nasdaq.com/symbol/iea",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.09","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/ieaww",
"IMKTA","Ingles Markets, Incorporated","30.01","$608M","1987","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/imkta",
"INMB","INmune Bio Inc.","10.27","$105.4M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/inmb",
"INWK","InnerWorkings, Inc.","3.675","$190.58M","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","0.9932","$25.78M","1993","Technology","EDP Services","https://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","27.33","$537.58M","2006","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","84.73","$2.07B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/iosp",
"INNT","Innovate Biopharmaceuticals, Inc.","1.29","$45.65M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/innt",
"ISSC","Innovative Solutions and Support, Inc.","4.2001","$71.02M","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","14","$1.42B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","66.24","$1.45B","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","13.79","$1.01B","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","2.45","$240.18M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ino",
"INPX","Inpixon ","0.6249","$6.45M","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","4.7","$370.05M","n/a","Capital Goods","Telecommunications Equipment","https://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","53.08","$1.9B","1995","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1.0653","$12.73M","1991","Consumer Services","Advertising","https://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","24.22","$2.12B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","7.5","$171.14M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","18.82","$362.32M","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","111.41","$6.65B","2007","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/podd",
"INSU","Insurance Acquisition Corp.","9.85","$203.44M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/insu",
"INSUU","Insurance Acquisition Corp.","10.22","$137.2M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/insuu",
"INSUW","Insurance Acquisition Corp.","0.68","$5.27M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/insuw",
"INSY","Insys Therapeutics, Inc.","1.31","$97.69M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","4.94","$164.49M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","49.23","$4.21B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/iart",
"IMTE","Integrated Media Technology Limited","7.9","$26.68M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","46.03","$206.08B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","15.06","$688.41M","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/ntla",
"IPAR","Inter Parfums, Inc.","66.39","$2.09B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ipar",
"ICPT","Intercept Pharmaceuticals, Inc.","79.51","$2.59B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","64.58","$2.05B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","14.97","$898.01M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tile",
"IMI","Intermolecular, Inc.","1.17","$58.22M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","2.56","$68.44M","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","36.36","$2.39B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/iboc",
"IMXI","International Money Express, Inc.","13.83","$525.19M","2017","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/imxi",
"ISCA","International Speedway Corporation","44.92","$1.95B","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","0.2694","$7.54M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
